ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
PDC-325,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-325
PDC-326,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-326
PDC-326,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-326
PDC-326,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-326
PDC-327,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-327
PDC-327,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-327
PDC-327,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-327
PDC-328,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-328
PDC-328,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-328
PDC-328,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-328
PDC-329,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-329
PDC-329,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-329
PDC-329,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-329
PDC-33,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-33
PDC-33,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-33
PDC-33,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-33
PDC-330,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-330
PDC-330,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-330
PDC-330,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-330
PDC-331,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-331
PDC-331,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-331
PDC-331,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-331
PDC-332,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-332
PDC-332,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-332
PDC-332,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-332
PDC-333,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-333
PDC-333,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-333
PDC-333,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-333
PDC-334,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-334
PDC-334,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-334
PDC-334,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-334
PDC-335,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-335
PDC-335,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-335
PDC-335,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-335
PDC-336,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-336
PDC-336,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-336
PDC-336,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-336
PDC-337,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-337
PDC-337,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-337
PDC-337,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-337
PDC-338,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-338
PDC-338,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-338
PDC-338,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-338
PDC-339,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-339
PDC-339,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-339
PDC-339,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-339
PDC-34,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-34
PDC-34,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-34
PDC-34,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-34
PDC-340,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-340
PDC-340,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-340
PDC-340,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-340
PDC-341,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-341
PDC-341,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-341
PDC-341,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-341
PDC-342,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-342
PDC-342,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-342
PDC-342,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-342
PDC-343,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-343
PDC-343,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-343
PDC-343,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-343
PDC-344,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-344
PDC-344,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-344
PDC-344,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-344
PDC-345,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-345
PDC-345,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-345
PDC-345,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-345
PDC-346,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-346
PDC-346,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-346
PDC-346,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-346
PDC-347,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-347
PDC-347,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-347
PDC-347,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-347
PDC-348,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-348
PDC-348,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-348
PDC-348,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-348
PDC-349,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-349
PDC-349,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-349
PDC-349,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-349
PDC-35,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-35
PDC-35,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-35
PDC-35,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-35
PDC-350,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-350
PDC-350,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-350
PDC-350,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-350
PDC-351,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-351
PDC-351,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-351
PDC-351,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-351
PDC-352,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-352
PDC-352,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-352
PDC-352,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-352
PDC-353,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-353
PDC-353,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-353
PDC-353,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-353
PDC-354,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-354
PDC-354,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-354
PDC-354,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-354
PDC-355,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-355
PDC-355,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-355
PDC-355,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-355
PDC-356,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-356
PDC-356,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-356
PDC-356,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-356
PDC-357,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-357
PDC-357,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-357
PDC-357,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-357
PDC-358,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-358
PDC-358,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-358
PDC-358,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-358
PDC-359,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-359
PDC-359,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-359
PDC-359,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-359
PDC-36,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-36
PDC-36,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-36
PDC-36,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-36
PDC-360,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-360
PDC-360,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-360
PDC-360,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-360
PDC-361,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-361
PDC-361,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-361
PDC-361,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-361
PDC-362,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-362
PDC-362,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-362
PDC-362,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-362
PDC-363,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-363
PDC-363,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-363
PDC-363,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-363
PDC-364,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-364
PDC-364,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-364
PDC-364,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-364
PDC-365,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-365
PDC-365,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-365
PDC-365,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-365
PDC-366,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-366
PDC-366,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-366
PDC-366,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-366
PDC-367,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-367
PDC-367,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-367
PDC-367,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-367
PDC-368,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-368
PDC-368,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-368
PDC-368,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-368
PDC-369,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-369
PDC-369,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-369
PDC-369,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-369
PDC-37,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-37
PDC-37,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-37
PDC-37,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-37
PDC-370,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-370
PDC-370,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-370
PDC-370,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-370
PDC-371,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-371
PDC-371,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-371
PDC-371,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-371
PDC-372,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-372
PDC-372,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-372
PDC-372,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-372
PDC-373,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-373
PDC-373,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-373
PDC-373,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-373
PDC-374,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-374
PDC-374,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-374
PDC-374,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-374
PDC-375,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-375
PDC-375,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-375
PDC-375,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-375
PDC-376,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-376
PDC-376,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-376
PDC-376,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-376
PDC-377,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-377
PDC-377,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-377
PDC-377,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-377
PDC-378,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-378
PDC-378,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-378
PDC-378,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-378
PDC-379,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-379
PDC-379,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-379
PDC-379,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-379
PDC-38,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-38
PDC-38,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-38
PDC-38,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-38
PDC-380,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-380
PDC-380,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-380
PDC-380,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-380
PDC-381,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-381
PDC-381,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-381
PDC-381,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-381
PDC-382,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-382
PDC-382,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-382
PDC-382,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-382
PDC-383,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-383
PDC-383,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-383
PDC-383,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-383
PDC-384,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-384
PDC-384,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-384
PDC-384,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-384
PDC-385,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-385
PDC-385,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-385
PDC-385,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-385
PDC-386,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-386
PDC-386,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-386
PDC-386,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-386
PDC-387,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-387
PDC-387,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-387
PDC-387,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-387
PDC-388,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-388
PDC-388,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-388
PDC-388,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-388
PDC-389,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-389
PDC-389,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-389
PDC-389,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-389
PDC-39,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-39
PDC-39,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-39
PDC-39,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-39
PDC-390,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-390
PDC-390,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-390
PDC-390,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-390
PDC-391,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-391
PDC-391,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-391
PDC-391,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-391
PDC-392,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-392
PDC-392,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-392
PDC-392,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-392
PDC-393,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-393
PDC-393,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-393
PDC-393,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-393
PDC-394,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-394
PDC-394,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-394
PDC-394,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-394
PDC-395,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-395
PDC-395,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-395
PDC-395,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-395
PDC-396,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-396
PDC-396,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-396
PDC-396,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-396
PDC-397,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-397
PDC-397,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-397
PDC-397,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-397
PDC-398,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-398
PDC-398,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-398
PDC-398,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-398
PDC-399,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-399
PDC-399,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-399
PDC-399,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-399
PDC-4,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-4
PDC-4,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-4
PDC-4,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-4
PDC-40,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-40
PDC-40,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-40
PDC-40,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-40
PDC-400,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-400
PDC-400,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-400
PDC-400,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-400
PDC-401,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-401
PDC-401,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-401
PDC-401,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-401
PDC-402,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-402
PDC-402,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-402
PDC-402,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-402
PDC-403,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-403
PDC-403,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-403
PDC-403,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-403
PDC-404,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-404
PDC-404,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-404
PDC-404,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-404
PDC-405,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-405
PDC-405,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-405
PDC-405,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-405
PDC-406,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-406
PDC-406,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-406
PDC-406,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-406
PDC-407,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-407
PDC-407,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-407
PDC-407,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-407
PDC-408,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-408
PDC-408,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-408
PDC-408,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-408
PDC-409,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-409
PDC-409,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-409
PDC-409,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-409
PDC-41,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-41
PDC-41,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-41
PDC-41,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-41
PDC-410,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-410
PDC-410,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-410
PDC-410,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-410
PDC-411,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-411
PDC-411,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-411
PDC-411,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-411
PDC-412,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-412
PDC-412,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-412
PDC-412,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-412
PDC-413,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-413
PDC-413,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-413
PDC-413,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-413
PDC-414,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-414
PDC-414,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-414
PDC-414,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-414
PDC-415,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-415
PDC-415,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-415
PDC-415,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-415
PDC-416,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-416
PDC-416,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-416
PDC-416,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-416
PDC-417,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-417
PDC-417,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-417
PDC-417,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-417
PDC-418,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-418
PDC-418,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-418
PDC-418,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-418
PDC-419,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-419
PDC-419,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-419
PDC-419,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-419
PDC-42,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-42
PDC-42,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-42
PDC-42,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-42
PDC-420,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-420
PDC-420,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-420
PDC-420,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-420
PDC-421,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-421
PDC-421,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-421
PDC-421,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-421
PDC-422,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-422
PDC-422,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-422
PDC-422,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-422
PDC-423,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-423
PDC-423,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-423
PDC-423,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-423
PDC-424,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-424
PDC-424,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-424
PDC-424,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-424
PDC-425,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-425
PDC-425,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-425
PDC-425,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-425
PDC-426,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-426
PDC-426,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-426
PDC-426,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-426
PDC-427,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-427
PDC-427,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-427
PDC-427,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-427
PDC-428,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-428
PDC-428,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-428
PDC-428,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-428
PDC-429,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-429
PDC-429,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-429
PDC-429,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-429
PDC-43,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-43
PDC-43,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-43
PDC-43,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-43
PDC-430,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-430
PDC-430,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-430
PDC-430,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-430
PDC-431,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-431
PDC-431,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-431
PDC-431,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-431
PDC-432,PDC beta-lactamase,carbapenem,antibiotic inactivation,PDC-432
PDC-432,PDC beta-lactamase,cephalosporin,antibiotic inactivation,PDC-432
PDC-432,PDC beta-lactamase,monobactam,antibiotic inactivation,PDC-432
